PK_CLIENTES;PK_LOCALIDADE;PK_TEMPO;sales_amount;sales_quantity
542c25e43400a9e783a2b2310fc92e29e934f2e80805302a81501311f96ecaee;e4b730bfe0d6f0bff492818d17c2aa86366ca2b0192667cad750c6f01ca6ce7c;c746f0bff0c21ae3709333224741c690e7bbffaf5a3fe9c11fc5e1078eae0f66;487,07;1.0
f566d9cb9a55387190a5e2485513629449e0f9d88d2d70ae65bd75bc00dd7267;cdb00af7ed74ff4df77f9f8502b04f76f6703d2041523522810e0e730e741fde;84b1ff66d990125be3f47887f8de04ebb90ac222d12ddd640536763da541cfc1;159780,75;935.0
aaad7e3fcb87b44e048650bcf5e99d8c392f5606afe393f9a12021c8ec0c7091;ad8277e252c389c6a11bb2ccdb139ec4da0ef396e5d9d6db09d85c71726454c0;74131101faefbc9fb035c57129013692e53e7716803a1ad0ff63b1979ef250f6;7627,62;31.0
30394f432e3a139c996ec613bf70a9820d9f7dc8ce3a8596b4c4ab0d2ba7d945;efc7b4f8e28cee3a06bf03930c776cb1ff506a1dbea29769a8f9a410eedcdb0e;6312721efb51dc49faf5b44202ce0cd593f857ff3a7341314148380859b3b69c;4632,88;8.0
c06f896acf75386c54a3631ace04a9c7c56681587288abc38de3d135785e1273;172cfa7dcf5391393ecb0c124d846cf983de26c80b3342d5fee403d3700f64dd;9ffe198c043b0ae45afe1814007066d9bdc34a165aad56b3fbcc6f8355dd218f;369,67;3.0
adfd008214bc7c0d22b4e419c31fb42b7de2008877e6f185b786ab2ca1c94728;055d33e4a2596159a3edc72e6db21ef5f3ada21b797d1af49925f0eef5ea1e14;2dbede338717fba688f05a1ae8d885c491743022538a3bd79b1241589bf5a742;22787,86;248.0
2fdd9f34afd4bdda4d2c6a4d049b0a6d11667289b05ff853b3709c8b9c6f7327;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;bf80f158e4971a12c5823c179eb2fb5670dd017619b86e86150e3afa6dd8df74;5485,95;21.0
e255e36eb2f4f4278497136c1bccfe0d1db1a706d8d553b64ec139d2d8e8ab44;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;d4bc33f50d120607fe85cedf5d4a29b1a24fc93b762682d68f6bb46bed7f029f;7593,91;64.0
5a9d5e49fa7d38c282f98960806c08609b5781aa306d3ddd25a64f2eb593e1c5;8b6e4d1be8f98d8882b426e4ca448b0f86933d8914ca97a5b2742abb48441802;949a6b115fbfd9d162dfe79adc8099c7891dfe7c5d9ce29eab5271ebea58c5bb;1010,83;18.0
5ce2a4c413dd05e70d2b0ed7cf1e1e4ddb77f7f66b06755d3074fd800203042b;37718df49262d44acbe7d546da5c610a5e0bb534b90b4dc82646ca6215b171f6;7ab59e8e1062b99c18e00da7f774471b020bc9c91e3d20e16b7237c1765a1677;1373,71;9.0
f566d9cb9a55387190a5e2485513629449e0f9d88d2d70ae65bd75bc00dd7267;cdb00af7ed74ff4df77f9f8502b04f76f6703d2041523522810e0e730e741fde;ac5b13d68384d3d2c2c9597467acae56ca5554d7176cd0b723c382781fcc15e2;91476,0;400.0
6ad6fbeb4ac63469618e13fb79ad108f4fae2be84399b9ef15f78c2d0a7a7eb8;b5750d6ebc7ee9181cc65fe9a86ad0b619bffdee4a51b535f57a8e2004b9d9c5;1f4b65031d2b9812d5b492ed300dc1296ad76fc5ca6813f17e10f90e10af1b2a;469,82;2.0
40b7f450d049a21d92e63aa349b230d42705bbdf9f0494cfef391ca400986705;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;a152057eafbf65def94669a9347039237a1925da12bd6b0cf77f71727e67e79c;1271,7;36.0
81ed0464d9fdf80131af2828225cfa7d764df61a959a3a86316494c205b13ae0;efb2566f28fb59ca64f88cae1b01c1a930d78a28e5649e8a6f82085efd4ecee1;15406b325e01ec70fc59bfb1b07ff59f8493cb995f12b8120e7243e9681d50ea;6484,75;9.0
5afe234b7a36b3464fdfccc635e5c70f27da91b9993749fa6983d677cc3326ab;4bbb14505bf5bc3d096c0273f9b0fdc9b6f279fa711eedcad1249cb7edcdc3db;79888fd49e33520f624dda78dc6ddd6aca12bc8f3d50f4b7e6b82c4288615642;1431,23;1.0
647a6be279d11945bed34daa79fa3b3a7e9ad8c4cd99b7c311056780f64e7103;5e145a509aef3411ec7bb53038fcd7c129210c31d485156c59848426049182b8;713d9792b0f14d51957ca02c58a3ac4dc7b37980a2ecc7045d8e22d8b26c1414;1498,57;19.0
485b219b158252b04bb26f9b60b70ac19bb6c51f57624a683485e24d018ea4bc;407778e47f95bff7832fff071dea38862f5d7e0440f0e55b12b0a881e0a3b25f;49e8aba1e3c8da02547aaa21ab2f0f7461007f3d1e05666ddcaee191c70e53aa;2367,24;8.0
734c280fb431d6fe0bc7113861c43504d5949df00249b1b915eb950a4fa74c94;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;6eadb0e2bae7d30e701381a29f2ddd2816d0d13cfa1cf47b6d66f27e50f2feba;19031,09;49.0
3a5489d64d715611a64d4e9594b8521efeeb3bb593010bf924aa193825a411c5;b80731d06416a29df50ef1b9884f7cb62fe2bcb1e48baeb7101a24909a8859a4;cd7d4c2a9a1cbae705ec824289066bcff4bc5dd3aa596954e3e2d942a30dc5ee;399,2;2.0
3b686098dead240fac0d36abafa06fd0b32389e5c605b1aab88a652511e1343d;1e44a0a986bcd3ecdbb168de116fa2c2f774a46ac95be40d78c2a571cab81958;5e469c1ea3d5342cc1b2c0eea013b2d63aa816fd1554b97f5d083e592f3160ed;443,08;16.0
bf9ec0d5c635be06c8adabff13bce7ff2cadef5f311147f623476c039beaf664;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;af7358b3a664cea256a57ac6f0e2fe09889bfae300afa005a57843d2167b943b;603,1;1.0
0b93c872c0f984eb386245ae5bd6531a998eadc1100e145a3deb933c54cf44f4;5d136789d5a02432446e5fdcc00c26a2d39885ed1083177259a3cb83e815f91a;1637ba47dfa7f771f603137b197c0b8568b86d9b82a6d187b6ea1671608c10b7;3238,86;14.0
f310d43bbe500717729ef5ed3c92518b15f66b688690048f40e6472416b15031;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;2258ed7a21990ec4272cd6337108d59c562e6302b0c2714e74a9cfccd8901390;640,68;1.0
211f44b7e58fc65234f6ae78e6dcb30ad42d33bf5da640be575e0d79c59e8d63;16632349ca26b4cec09c55e2d154ed90b9a455a9fd25a76612222a598e28370f;a8847b48dd82387b813bdbff3ef75c7026bfee05a618bcb3c0b44acdc729c745;403,31;1.0
ae840a0a3e007314f1a658ce1cb51a57f1e6c4f360c8b6e736a0d4e7e855ac91;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;1ecd8795fb14df77249fb303ef9d00464127141949b6319c635ffd93ab15b133;3702,49;72.0
710f3eabdf00f65a64df0616f64ef8ddc17c400ae95d59a7a34c0f76f710dc1a;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;ee803f4757a9a322ba1d1afd5a5144ad22150129f9d0f04b875ef19d4148a706;335,22;20.0
f310d43bbe500717729ef5ed3c92518b15f66b688690048f40e6472416b15031;2360338d56691cc90bc7dbac83903ea32ce4afff1190ba676a1367b59c2067ed;6f7d108bcd10f453e66d9d1ed98c214ec4d026266b6359dccbe1bc24354c538f;961,82;2.0
ecd5ff35ae62c5b1989a421c44afd0eb5a3d2ac2936d9e35e6da1a4ae329dcfb;d5bac484d32dd5020d224bbf3d432705b14600bc70c484f9bb35afe5ffcc7a6d;19a3452d59541c64db9e41278622a02791f967b9ed479fcb7eaa169c18fd5fbd;993,46;2.0
d2d7998fd1daa6f8c13a027bfac74027a2718fb3d67dacf404f483647e02ead6;fa65305df6b13f373a9245400871ddce4f28ec15d7348dcf23c440e6725cd527;2075703d76f0117996fb2928e956dc7de8d4c41df5e7ba20e5533511b5a3fcd6;2299,12;10.0
2b5adb6d531397cc8ba139fd46ae6e068694a21956c9fb6f18123c55522ccf1d;74527c8ac50cba2dfe877a580ca03cff7954b70fd1ec11a7f748a2f47e489e77;04b771b1c6a9a0113056c1c1cec8d831e0db5b645c1c35431000b8ccc7b844f0;306,76;1.0
710f3eabdf00f65a64df0616f64ef8ddc17c400ae95d59a7a34c0f76f710dc1a;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;fe29e3866fe08625d2acef28f4a1934e8c8476d9871ffbe77f156fca3ee65cdc;336,88;2.0
0d2d63f1826577a38765c6909491cbc7bf97e5130d17181c01120e6ee1b7dd65;9372733c2943cb44d7992e2e992ba4d7907edab4dcea8708d79cf7de68598573;213f1beaaeb13adeecc21e72df28df9c7b6a7484cfbc4e9a8e3f1040f85f7301;230,25;1.0
c873fd1a510d342605577a73bda93510791f5c1064a45364d4423f2cebcc92ce;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;b0bd336461ef80950dfd90ed15531b3443b41dd80772f811582f11823290c2ea;1084,59;18.0
274fefdf46c3b83f11b25e2c2d3f83f124fbe3de8c259d8c6f195cf692303bd6;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;342c7ad695f562bb401758fc5f1b7f100c9c8dc3f78ab53214b7804a4a792674;2380,8;48.0
8caf2f9b7641000f9aba4f7353b4d200a8d8e9201a61b5002626feb26b517f44;6baab2d82877484a4109ac0bbad18e9ac0d3cc8754b075b3663795a7e0c4b2d0;ca5af760a9a98c3e53e2287ce311e064ed888bafa02a642847405768a52a4901;238,53;2.0
ae91d6954dedd3300bd4574ad0f4a6f158ab691cd8b106e3bd42adccb80f7158;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;8aeaddfa28ffac4724d8b95dec0e0a2679de458be54cfd4410e74bf36d924752;499,57;1.0
58805ed45e93953fee26ed3893b4ca3f16f2ab2fdb1e8b287423edeb42cfb607;253cc65ebf5f76c77f4b36d0777cd6a9da03c0bbeff50ef402d0747dcd63b698;6ee3ba0138aa02be981ef7eea1f80bb5735bd49de95df99205b38fa303814cda;534,4;1.0
536e6cc0e407fdbb782b69020e4aca00c8d73c9c9e9b155d312ff02fbc611149;cfe4cbca401664cd02752e2464c91e4d9a442220a32d99c4b51eb63f36ae4e84;eb9fb53d0f96cfde5563111cda96042e4723f668c45a4cc2f085d0459cff888d;273,98;1.0
f0044e9b976011bc1f5df59203a98a5bc6188ff4bbefdf2f03e0adc5397d148a;7744f3ceae238932e393bfb88046a6f5a44e699f901e91318ca26265a390dd3e;42f1b964e6ff7c921517c74a398db57ba3848a04bd3956af6b5a494e958dbe1f;613,6;8.0
8cc44616909ba28dfe0fd6d4e23fabb6e2fbb60783644128e4d47f7a1ff70be4;e5aba426d68cd5b5c31852fd39e98ed325c18955ceab7231f7e58af800adf949;74131101faefbc9fb035c57129013692e53e7716803a1ad0ff63b1979ef250f6;10417,21;29.0
5a9d5e49fa7d38c282f98960806c08609b5781aa306d3ddd25a64f2eb593e1c5;8b6e4d1be8f98d8882b426e4ca448b0f86933d8914ca97a5b2742abb48441802;f604f5101b24bb134227aacf26b4fa1b19d9bd41320e2610ccc662e154f3c040;1208,7;11.0
b46fbafd316fec1c3814584e1c930eb9d9e2bcf70e9143bf5089e412b062f22a;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;e7457ff76035381790888d5625dc90aafca50053372d7573fdae271549ab78dc;1072,68;200.0
2fdd9f34afd4bdda4d2c6a4d049b0a6d11667289b05ff853b3709c8b9c6f7327;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;d05a4ac46fbe2bdfcd3545ffe200d28f3a3f3d39d317995c58ff8e0f5530890d;2526,63;3.0
710f3eabdf00f65a64df0616f64ef8ddc17c400ae95d59a7a34c0f76f710dc1a;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;64be2c43a32ab95554c598e2b70244f1f755067138e27432b55808af51c8b83b;204,66;2.0
f5f62d07fbd70e94e42b4be00f0ca1a591bf0cc5063011fd91ba78d81b68f86d;ef0697d9d4250c0f8d9236a359e4715b6d06939a1ad3358128556dba2d89f0be;e147c56aa13d65ba6619af6fe12b05c79d317efa9d1305da73cb160cec3f0c10;727,55;5.0
f5f62d07fbd70e94e42b4be00f0ca1a591bf0cc5063011fd91ba78d81b68f86d;ef0697d9d4250c0f8d9236a359e4715b6d06939a1ad3358128556dba2d89f0be;895c31766bf8d1779fc1b596b0c49dbefef87977252f2367224e5fe48fa95e40;760,47;19.0
8e9be566e6273db1948f5e2bca9a445c6f2643cba9db817c7634bcb2b7bb2144;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;dab8ae8b08186a9b6c9486e44ca3449599033e90aaddefc571a65cf911bb0813;296,34;20.0
b0442caf97fe298d7ccf4409b7ad701d2c6fdbdce9aef477106309ff79594556;e3761527d19d48e33585d136439231bc6a900d42667e42d626a1b829d85ea511;5a0a802ca1d7970b7139267244ffe514fea9385dede55e0a44c613df00740189;2042,61;15.0
b2ec0358edddffe023db8ee6396d7cebdbc408a527552eae37e938ead5650c12;329f809ca7d181fca163aa419d0cc248f5646b878219146a57571114d7bc6f02;125e70c562d05f2fe10906400ed4f79a8bec138f2d3aca108f777ccf24eb2038;392,9;1000.0
477428d155093cad13acbbd6f52676af8c9a084922cb64da9c3e46f9a24b3ca5;eacc7aebe292c4b7ca5e896e6bb3c07afbd2f9e710d3876689219d1e2d2ff518;fdc5755ba2a53bcb5acb07e8bdf80f27239268a62d9faac06583883139b9938d;1115,9;4.0
25dc166c23b9941c028c2b00eae758565e9e3f8fe6a6acfd5948e26b70de0671;031b8902952018ebf45a86a2a0940f46f4c979adf912cb1ffbf9bd373ba3a263;1ce0f179b98c12ab70d018e50a66ccc56e2e03888f4a3b321a3b2cd7ac6f31b8;220,84;2.0
3e3c931e60482e586af32bf61fbec31d6973c1cd62fdd59fcfaaf89a53830d72;cdf55e5080d842268dd4485c9a56d310175bf838753b651ea2950e97ebf0f0c0;2b86a5ec534c9a52975177c0e6afe6b42092cfc2c56570f865e27b25dc61fa9e;1436,05;15.0
584104fc59010b398af2b46af1f15669186d62ab6247ec75ac6b3fab5f3dac60;0777c5d272e70f78ab8c5470155592e2295921df6b0fae27a68eb4edf343713e;d3912035601ee859728b09ff4c44bdb2419a8411c22b3961ba26e54523cfff97;332,62;1.0
f3c95b60e273a2589a29b1250697f7e26df9ff3bdbfdda6f28d6616a8b1f0ce1;a5570ffe43edf7c11f7d4ef2c7272ab06ae2dd9723056fcdf407c78cdd061411;4ba8f27916cb8c10641461912852683218a83a0682a86c1689355cae2d4ef0b6;7370,09;54.0
192b8e201fb8eb12a2a99561cec2c155176dd25b806083be98087087d5181075;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;f72aa31b48154dae1379a55a5d084e9c01c62989aa32b22860a482fb75ca8c62;4191,94;20.0
d7d448e04f165629efd086704423eebfa21dae716f7a154c121a695b2b70c378;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;949a6b115fbfd9d162dfe79adc8099c7891dfe7c5d9ce29eab5271ebea58c5bb;364,07;2.0
abcf547e267076b21f706e2236dd1a1894938acbc91403f5406faa6819d2c9e0;2ceefc22a2c6ce0e2a7373de9d5f56fb36ed208acb46b134c37aacdbcedea36b;934758c96f2e2a7f8c83e1657a08b72f31692180af9a348b96020c05dfe217c9;1781,44;20.0
aaad7e3fcb87b44e048650bcf5e99d8c392f5606afe393f9a12021c8ec0c7091;ad8277e252c389c6a11bb2ccdb139ec4da0ef396e5d9d6db09d85c71726454c0;fce651fbec02c1badaf7b9d4160b075bb35119cbe919d5bd9a29982598ec6d59;2578,08;10.0
7dd7bf25688b8cb93e686c7097744edadb9f6d6cd8e923b5415e9174fab6bcbc;16d7083e611f14b13903ac1325baf6274cdc1aad127df709fdf54f25be94f47b;5b036a42cf7fc135d2c7fb136384569b5a45bcf96ae4617082480171168dc739;246,89;2.0
f16439297cc9a57a1c309972f48f414e2163ede9c0a885d80c97b17287f6e831;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;33f4b4ae45dcde96e36dbfc8e0334112c424db4984d3ab96f5f5db219eb8c63e;1084,12;7.0
efa0a56b581e46bfacf78f00431e062404b29095a9e0d6efd122f01bfe1a4932;0997d96884c04c4dd30b0805661cbbe5939d296f3bbf456f7b2bf8ce6be3cee1;30050e8c2e27c1cb8dd8d5fd8d496628b13d20fc96b56ed82c4f29a7666ea635;215,46;2.0
51d0692053347d014b7ffd1fb305e9fd745b4e817963e2d01f688f27bbf2dbf8;76b621340bb175eba28dfea73a99031fda7aef0df1f57664a067b9bf41fb7e6b;043dd865720fdf236e46a63dce81428d627000a35b3d44221cc1c8733058f0d4;691,09;10.0
4df3b1a0f5cb26151e987aa4f31b90a47be26d800178f445a74983c5785393a0;ace0904ba748f4cd395547c7b64095baa3f8b0dace5478ca7404918906fd4825;87a1286ebc12cd11960b74c73518452986e1aee8a34d1d33a03c90c40207688b;432,71;1.0
b2ec0358edddffe023db8ee6396d7cebdbc408a527552eae37e938ead5650c12;329f809ca7d181fca163aa419d0cc248f5646b878219146a57571114d7bc6f02;596098955dce1de24aa5e220e8697a2c98ec225c6bc58e2ce2f25bd8d34206ff;392,9;1000.0
1a3d7f08ba9f2967bd5b30eb3a3b564cf5d92766bcbd5b731bac949ecab0061d;938932257ff706742a043647c1536ca1d7b4129b69586e3347467c2aa7c9e618;1e22f86e02e6ce16dc95e9d757ad10249ef7b06d4668b69d3b50ab79ac9a6448;9333,59;85.0
c961c781c5f5f045a5b750e788504df904c705b1353c8d982ec34c3b4fd82630;483087eda8c9aac66678e0919b76544e100c63bd923cb53dff6f2311c7157476;d3912035601ee859728b09ff4c44bdb2419a8411c22b3961ba26e54523cfff97;4334,46;6.0
e3bbc779dafeb617be1550d3330613753f4e7ef35e342c167ee7dcf34ad82256;dfd24483826474d98bf2d26342cad7e33e68ff111f562d237ba9128d7a000adc;2be05ec5a7a6685e7ab9ce45f2b147c60d96e60be421ba15795f5f516b8e63df;213,5;20.0
62005e4ebc16460c472b85d1d294ed7ebb390348f09ad5d630d40551402f6361;853d3ede7f32d5cbcfb4374755b9b965dd0fe1f48c74e3cc269f86496d6ece20;64be2c43a32ab95554c598e2b70244f1f755067138e27432b55808af51c8b83b;12037,09;153.0
a89ec840d27f56a1e10644cb97290d1c05b41c0d734b993d49164bced8ddecec;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;35adcb0c85eca7fe28bf6822ec62aa15beeb9fe58acbf50f2c08de411e258e61;2200,8;3.0
bc08f9d2b6acae634be411030bbdaca9c6d2fadde48eaafe5ffd81accef5a06c;d7b19790d4c19716c28c6a3a9b6eb8b70c20399999062ae3e5f4633cd7fe9c35;5a328d5b4bf36fca8b58e6f3974bf61ba0b60b963a9f6f3ebe199338e7e011f9;19580,7;382.0
0b06f943913ecf96fe32e2eab241da4fcb62692be3a03fd17fc257c76d9dfcfd;6c6207f58d20d11761ef428e862a7c85c69e5428ec0a10d15742df59e3791b93;13c7faacd13af234d064105a6753cd7388d04952b71f94adb04f023160bf84ad;224,44;1.0
6e6b8713954dace973905b4369a04ed6295fc997255bd1a820781526f71b6b82;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;2b86a5ec534c9a52975177c0e6afe6b42092cfc2c56570f865e27b25dc61fa9e;13836,98;32.0
b8859b9932cd8d74a29105b2ba03587618fe436e6bc2346dce7601dc85c73ad6;ed9b3a940f9a63bf22c0d9c1ed2b32e669e05c7426904d28e2a49ab32ccf27b1;771b4361ea0859075f87d08c781984f1c0cc683e7acee4867fa534e5f77b0d10;15008,92;76.0
e15241f7902fafb4abe4a4ee3dc773e361e1e08aad8ff232fba484b2b012c476;e1849956cf11d1f0af16dfb9b5c514be26c26aa0cb3cb63d8575980151f6c80c;9c4e87a9f2abc31a046aac2e4ec576441bbebea436421b4c147c78a79d30b4cc;13973,23;37.0
4546a3f4c2bbc5f92caedf1d15ead7467969601b244368aff8e6b41be4aabad7;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;a6fae5a76a9b42a8549fbf55023b71eb7bcc62fc317ed59f591c2a5382f2e078;2377,18;17.0
e15241f7902fafb4abe4a4ee3dc773e361e1e08aad8ff232fba484b2b012c476;e1849956cf11d1f0af16dfb9b5c514be26c26aa0cb3cb63d8575980151f6c80c;5f1b82082bd94523a4b018907e6295d45e74f1cb70c0598e97965765e4073e57;47246,62;118.0
00544872f78baaf3ef80a07167b28a6076ea6a3f56ad92c9f938f474243bfe7f;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;4fd5011e3c27bfeb86b003e5accf1700a41b3f8795a329b87cc8fb70d7955767;3929,42;9.0
1a3d7f08ba9f2967bd5b30eb3a3b564cf5d92766bcbd5b731bac949ecab0061d;938932257ff706742a043647c1536ca1d7b4129b69586e3347467c2aa7c9e618;76d0f83f11c66f39cf1a7c29487d393ae82dfb534c14e8d8b0afc90968fedc84;44015,73;663.0
ffd1982bc447b042d2f6e467db7ccce46b4fd18eeaa66dfd2dceac335260e027;14422a46f077c60c159b006ea1aa5b1b556f4b78ee0ee5d1e34d740d407fc116;7e992364678f88414575d6adc1a15d2b807018b9410cb79c47886da8ca75a6f8;1071,26;4.0
8003c813bc12082bddf2fc358643c576cf80617361cad74f2ea7d446c65ebc93;92e45f85ecc4861c04320a44ac7c79c38032a25713da8e5289e73d38bfa532bf;12ddbeac61fc36a51546ee6bf9849637c0a16618530b7b5149404fc95377de15;3016,36;20.0
5deffcaedfcb30e3714556336e2b5a04f407a946da5f0c74b154ca2c63dcdc79;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;6f7d108bcd10f453e66d9d1ed98c214ec4d026266b6359dccbe1bc24354c538f;9739,17;41.0
93607317590179f17189b1faeac34620cd6041c38724fec3ccd749853d37c8cc;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;e720b07f52081c8282b122fb547439d938a0bec9219a774e76a929a87ffbf81f;275,15;1.0
1e379f09dfb7457d45893c61c81ca2fbfc80e1380619259f50a3398603763a92;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;6065cf22d12940fd5c7756d704c422aadc4b2eb651c76128d60424499ddae79b;6430,67;53.0
c60cac855b32c283b80737125f3df5ff927282901ea407b11beabfa0b3363c10;b4bd83bea8c7d7956163ed01bbd973e2afa41142f57b146651120c2204805a30;677acd2aa7f42480dea0bbfc647471ddb683a008cae87d44f6e6b3ea8d0465fa;459,42;2.0
4d8414a010a286e431969781169b5170fa02eab179e659183d4fd6ff52a3d862;09b74a44e5c8b191c06a13f3842236ac0fc99e465e6c704a45402c9bff5160b3;d26a42abd6a35ac00d66b979ff70efd0d4058bbf1c588a97b0378f820d23bc2f;4789,03;20.0
5a9d5e49fa7d38c282f98960806c08609b5781aa306d3ddd25a64f2eb593e1c5;8b6e4d1be8f98d8882b426e4ca448b0f86933d8914ca97a5b2742abb48441802;78b36fdca5e4bdca47b330cd50a9f9bc964034b2bb4db7cbdb213ae60701e247;857,92;12.0
ae840a0a3e007314f1a658ce1cb51a57f1e6c4f360c8b6e736a0d4e7e855ac91;5ae58a8659162d31ccdf7b70ddf5497e35647ba2c3853b2dbcb9c03438cc48ba;0c501d574357976d4e2386272965c2a37b1264ea6ca3f998454527760618d64c;10681,6;21.0
ee918948a92097716db2ed505ccf62c27f5806fea86e69e2e0f6dfac306a94db;55a025a305d965f63d656ea51882ce2b49fb88d7330a918da46f0861311edcc0;6d059c5e517244b70e81c24c51a0df3be50b1bd2fe725e344911405f39ca4434;395,15;3.0
0a9319a89edf8eb240532ffb3483c551b9ace5750c6d24afd7b5078ff7abd2e5;c665eba74382083063108717d3c4c9c7a1586e9897062886f60e61ec6773134b;7ed5d7c91335465cdf65f18bc561b838f4b0a734b1dc660c323ed0e8fc9d6f43;20815,25;96.0
ac3ec5f492e89e53dff53ba33cf53011074d962e5e24e1f1581e45e560be977a;fad36389541a3794d12211e9a5f48a52d6e076f8157e7823c1d38ec90df51b44;329ad6ed5e2c880f80ed29bdeb72045ca4d1b3c89e874c48ab71d4282c94eab0;817,68;1.0
1c80c552ca15ecfa1eb5766a2af9bcc46bb32c8845328a421e24114766ba8e9a;d9fc83bdf39120106aa89c6a3245d75f751f3e9db2316d7e7724ae52017620dc;f5869ee34eac490539eff6ab27e5b85077afa92d2351f83118e9240ba61ae866;1203,69;12.0
